final id,species,site,specimen.date,wing,trial,Min of final rn,flip?,side,length
KEB_00680,bombus griseocollis,r,8/9/2019,1,2,38215,y,l,3.67809
KEB_00680,bombus griseocollis,r,8/9/2019,2,1,38237,n,r,3.67809
KEB_00680,bombus griseocollis,r,8/9/2019,2,2,38259,n,r,3.67809
KEB_00695,bombus griseocollis,r,8/9/2019,1,1,38281,y,l,3.74192
KEB_00695,bombus griseocollis,r,8/9/2019,1,2,38303,y,l,3.74192
KEB_00695,bombus griseocollis,r,8/9/2019,2,1,38325,n,r,3.74192
KEB_00695,bombus griseocollis,r,8/9/2019,2,2,38347,n,r,3.74192
KEB_00696,bombus griseocollis,r,8/9/2019,1,1,38369,y,l,4.03182
KEB_00696,bombus griseocollis,r,8/9/2019,1,2,38391,y,l,4.03182
KEB_00696,bombus griseocollis,r,8/9/2019,2,1,38413,n,r,4.03182
KEB_00696,bombus griseocollis,r,8/9/2019,2,2,38435,n,r,4.03182
KEB_00715,bombus griseocollis,r,8/13/2019,1,1,38457,y,l,3.83396
KEB_00715,bombus griseocollis,r,8/13/2019,1,2,38479,y,l,3.83396
KEB_00715,bombus griseocollis,r,8/13/2019,2,1,38501,n,r,3.83396
KEB_00715,bombus griseocollis,r,8/13/2019,2,2,38523,n,r,3.83396
KEB_00717,bombus griseocollis,r,8/13/2019,1,1,38545,y,l,3.6190375
KEB_00717,bombus griseocollis,r,8/13/2019,1,2,38567,y,l,3.6190375
KEB_00717,bombus griseocollis,r,8/13/2019,2,1,38589,n,r,3.6190375
KEB_00717,bombus griseocollis,r,8/13/2019,2,2,38611,n,r,3.6190375
KEB_00726,bombus griseocollis,r,8/13/2019,1,1,38633,y,l,4.073095
KEB_00726,bombus griseocollis,r,8/13/2019,1,2,38655,y,l,4.073095
KEB_00726,bombus griseocollis,r,8/13/2019,2,1,38677,n,r,4.073095
KEB_00726,bombus griseocollis,r,8/13/2019,2,2,38699,n,r,4.073095
KEB_00730,bombus griseocollis,r,8/13/2019,1,1,38809,y,l,3.81069
KEB_00730,bombus griseocollis,r,8/13/2019,1,2,38831,y,l,3.81069
KEB_00730,bombus griseocollis,r,8/13/2019,2,1,38853,n,r,3.81069
KEB_00730,bombus griseocollis,r,8/13/2019,2,2,38875,n,r,3.81069
KEB_00731,bombus griseocollis,r,8/13/2019,1,1,38897,y,l,4.00101
KEB_00731,bombus griseocollis,r,8/13/2019,1,2,38919,y,l,4.00101
KEB_00731,bombus griseocollis,r,8/13/2019,2,1,38941,n,r,4.00101
KEB_00731,bombus griseocollis,r,8/13/2019,2,2,38963,n,r,4.00101
KEB_00750,bombus griseocollis,r,8/13/2019,1,1,38985,y,l,3.631225
KEB_00750,bombus griseocollis,r,8/13/2019,1,2,39007,y,l,3.631225
KEB_00750,bombus griseocollis,r,8/13/2019,2,1,39029,n,r,3.631225
KEB_00750,bombus griseocollis,r,8/13/2019,2,2,39051,n,r,3.631225
KEB_00751,bombus griseocollis,r,8/13/2019,1,1,39073,y,l,3.894345
KEB_00751,bombus griseocollis,r,8/13/2019,1,2,39095,y,l,3.894345
KEB_00751,bombus griseocollis,r,8/13/2019,2,1,39117,n,r,3.894345
KEB_00751,bombus griseocollis,r,8/13/2019,2,2,39139,n,r,3.894345
KEB_00753,bombus griseocollis,r,8/13/2019,1,1,39161,y,l,3.689985
KEB_00753,bombus griseocollis,r,8/13/2019,1,2,39183,y,l,3.689985
KEB_00753,bombus griseocollis,r,8/13/2019,2,1,39205,n,r,3.689985
KEB_00753,bombus griseocollis,r,8/13/2019,2,2,39227,n,r,3.689985
KEB_00773,bombus griseocollis,c,8/14/2019,1,1,39249,y,l,4.130425
KEB_00773,bombus griseocollis,c,8/14/2019,1,2,39271,y,l,4.130425
KEB_00773,bombus griseocollis,c,8/14/2019,2,1,39293,n,r,4.130425
KEB_00773,bombus griseocollis,c,8/14/2019,2,2,39315,n,r,4.130425
KEB_00776,bombus griseocollis,c,8/14/2019,1,1,39337,y,l,2.9581825
KEB_00776,bombus griseocollis,c,8/14/2019,1,2,39359,y,l,2.9581825
KEB_00776,bombus griseocollis,c,8/14/2019,2,1,39381,n,r,2.9581825
KEB_00776,bombus griseocollis,c,8/14/2019,2,2,39403,n,r,2.9581825
KEB_00777,bombus griseocollis,c,8/14/2019,1,1,39425,y,l,4.08525
KEB_00777,bombus griseocollis,c,8/14/2019,1,2,39447,y,l,4.08525
KEB_00777,bombus griseocollis,c,8/14/2019,2,1,39469,n,r,4.08525
KEB_00777,bombus griseocollis,c,8/14/2019,2,2,39491,n,r,4.08525
KEB_00780,bombus griseocollis,c,8/14/2019,1,1,39513,y,l,3.71852
KEB_00780,bombus griseocollis,c,8/14/2019,1,2,39535,y,l,3.71852
KEB_00780,bombus griseocollis,c,8/14/2019,2,1,39557,n,r,3.71852
KEB_00780,bombus griseocollis,c,8/14/2019,2,2,39579,n,r,3.71852
KEB_00819,bombus griseocollis,r,8/16/2019,1,1,39601,y,l,3.9116675
KEB_00819,bombus griseocollis,r,8/16/2019,1,2,39623,y,l,3.9116675
KEB_00819,bombus griseocollis,r,8/16/2019,2,1,39645,n,r,3.9116675
KEB_00819,bombus griseocollis,r,8/16/2019,2,2,39667,n,r,3.9116675
KEB_00830,bombus griseocollis,r,8/16/2019,1,1,39689,y,l,4.05301
KEB_00830,bombus griseocollis,r,8/16/2019,1,2,39711,y,l,4.05301
KEB_00830,bombus griseocollis,r,8/16/2019,2,1,39733,n,r,4.05301
KEB_00830,bombus griseocollis,r,8/16/2019,2,2,39755,n,r,4.05301
KEB_00838,bombus griseocollis,r,8/16/2019,1,1,39777,y,l,3.08178
KEB_00838,bombus griseocollis,r,8/16/2019,1,2,39799,y,l,3.08178
KEB_00838,bombus griseocollis,r,8/16/2019,2,1,39821,n,r,3.08178
KEB_00838,bombus griseocollis,r,8/16/2019,2,2,39843,n,r,3.08178
KEB_00862,bombus griseocollis,r,8/16/2019,1,1,39953,y,l,4.46472
KEB_00862,bombus griseocollis,r,8/16/2019,1,2,39975,y,l,4.46472
KEB_00862,bombus griseocollis,r,8/16/2019,2,1,39997,n,r,4.46472
KEB_00862,bombus griseocollis,r,8/16/2019,2,2,40019,n,r,4.46472
KEB_00865,bombus griseocollis,r,8/16/2019,1,1,40041,y,l,3.776565
KEB_00865,bombus griseocollis,r,8/16/2019,1,2,40063,y,l,3.776565
KEB_00865,bombus griseocollis,r,8/16/2019,2,1,40085,n,r,3.776565
KEB_00865,bombus griseocollis,r,8/16/2019,2,2,40107,n,r,3.776565
KEB_00866,bombus griseocollis,r,8/16/2019,1,1,40129,y,l,3.67679
KEB_00866,bombus griseocollis,r,8/16/2019,1,2,40151,y,l,3.67679
KEB_00866,bombus griseocollis,r,8/16/2019,2,1,40173,y,r,3.67679
KEB_00866,bombus griseocollis,r,8/16/2019,2,2,40195,y,r,3.67679
KEB_00871,bombus griseocollis,c,8/29/2019,1,1,40217,y,l,3.029585
KEB_00871,bombus griseocollis,c,8/29/2019,1,2,40239,y,l,3.029585
KEB_00871,bombus griseocollis,c,8/29/2019,2,1,40261,n,r,3.029585
KEB_00871,bombus griseocollis,c,8/29/2019,2,2,40283,n,r,3.029585
KEB_00889,bombus griseocollis,c,8/30/2019,1,1,40305,y,l,3.906955
KEB_00889,bombus griseocollis,c,8/30/2019,1,2,40327,y,l,3.906955
KEB_00889,bombus griseocollis,c,8/30/2019,2,1,40349,n,r,3.906955
KEB_00889,bombus griseocollis,c,8/30/2019,2,2,40371,n,r,3.906955
KEB_00892,bombus griseocollis,r,8/30/2019,1,1,40393,y,l,3.623165
KEB_00892,bombus griseocollis,r,8/30/2019,1,2,40415,y,l,3.623165
KEB_00892,bombus griseocollis,r,8/30/2019,2,1,40437,n,r,3.623165
KEB_00892,bombus griseocollis,r,8/30/2019,2,2,40459,n,r,3.623165
KEB_00893,bombus griseocollis,r,8/30/2019,1,1,40481,y,l,4.07342
KEB_00893,bombus griseocollis,r,8/30/2019,1,2,40503,y,l,4.07342
KEB_00893,bombus griseocollis,r,8/30/2019,2,1,40525,n,r,4.07342
KEB_00893,bombus griseocollis,r,8/30/2019,2,2,40547,n,r,4.07342
KEB_00955,bombus griseocollis,r,9/13/2019,1,1,40569,y,l,4.129645
KEB_00955,bombus griseocollis,r,9/13/2019,1,2,40591,y,l,4.129645
KEB_00955,bombus griseocollis,r,9/13/2019,2,1,40613,n,r,4.129645
KEB_00955,bombus griseocollis,r,9/13/2019,2,2,40635,n,r,4.129645
