final id,species,site,specimen.date,wing,trial,Min of final rn,flip?,side,length
KEB_00355,halictus ligatus,r,7/17/2019,1,1,3786,n,l,1.507125
KEB_00355,halictus ligatus,r,7/17/2019,1,2,3808,n,l,1.507125
KEB_00355,halictus ligatus,r,7/17/2019,2,1,3830,y,r,1.507125
KEB_00355,halictus ligatus,r,7/17/2019,2,2,3852,y,r,1.507125
KEB_00356,halictus ligatus,r,7/17/2019,1,1,3874,n,l,1.5393
KEB_00356,halictus ligatus,r,7/17/2019,1,2,3896,n,l,1.5393
KEB_00356,halictus ligatus,r,7/17/2019,2,1,3918,n,r,1.5393
KEB_00356,halictus ligatus,r,7/17/2019,2,2,3940,n,r,1.5393
KEB_00357,halictus ligatus,r,7/17/2019,1,1,3962,n,l,1.7147
KEB_00357,halictus ligatus,r,7/17/2019,1,2,3984,n,l,1.7147
KEB_00357,halictus ligatus,r,7/17/2019,2,1,4006,n,r,1.7147
KEB_00357,halictus ligatus,r,7/17/2019,2,2,4028,n,r,1.7147
KEB_00364,halictus ligatus,r,7/17/2019,1,1,4050,y,l,1.553175
KEB_00364,halictus ligatus,r,7/17/2019,1,2,4072,y,l,1.553175
KEB_00364,halictus ligatus,r,7/17/2019,2,1,4094,n,r,1.553175
KEB_00364,halictus ligatus,r,7/17/2019,2,2,4116,n,r,1.553175
KEB_00387,halictus ligatus,r,7/18/2019,1,1,4138,y,l,#VALUE!
KEB_00387,halictus ligatus,r,7/18/2019,1,2,4160,y,l,#VALUE!
KEB_00387,halictus ligatus,r,7/18/2019,2,1,4182,n,r,#VALUE!
KEB_00387,halictus ligatus,r,7/18/2019,2,2,4204,n,r,#VALUE!
KEB_00388,halictus ligatus,r,7/18/2019,1,1,4226,y,l,1.7080375
KEB_00388,halictus ligatus,r,7/18/2019,1,2,4248,y,l,1.7080375
KEB_00388,halictus ligatus,r,7/18/2019,2,1,4270,n,r,1.7080375
KEB_00388,halictus ligatus,r,7/18/2019,2,2,4292,n,r,1.7080375
KEB_00458,halictus ligatus,r,7/23/2019,1,1,4930,y,l,1.51244
KEB_00458,halictus ligatus,r,7/23/2019,1,2,4952,y,l,1.51244
KEB_00458,halictus ligatus,r,7/23/2019,2,1,4974,n,r,1.51244
KEB_00458,halictus ligatus,r,7/23/2019,2,2,4996,n,r,1.51244
KEB_00471,halictus ligatus,r,7/23/2019,1,1,5106,y,l,1.785875
KEB_00471,halictus ligatus,r,7/23/2019,1,2,5128,y,l,1.785875
KEB_00471,halictus ligatus,r,7/23/2019,2,1,5150,n,r,1.785875
KEB_00471,halictus ligatus,r,7/23/2019,2,2,5172,n,r,1.785875
KEB_00598,halictus ligatus,r,7/29/2019,1,1,6338,y,l,1.6192
KEB_00598,halictus ligatus,r,7/29/2019,1,2,6360,y,l,1.6192
KEB_00598,halictus ligatus,r,7/29/2019,2,1,6382,n,r,1.6192
KEB_00598,halictus ligatus,r,7/29/2019,2,2,6404,n,r,1.6192
KEB_00599,halictus ligatus,r,7/29/2019,1,1,6426,y,l,1.505855
KEB_00599,halictus ligatus,r,7/29/2019,1,2,6448,y,l,1.505855
KEB_00599,halictus ligatus,r,7/29/2019,2,1,6470,n,r,1.505855
KEB_00599,halictus ligatus,r,7/29/2019,2,2,6492,n,r,1.505855
KEB_00647,halictus ligatus,c,7/29/2019,1,1,6514,y,l,1.5695
KEB_00647,halictus ligatus,c,7/29/2019,1,2,6536,y,l,1.5695
KEB_00647,halictus ligatus,c,7/29/2019,2,1,6558,y,r,1.5695
KEB_00647,halictus ligatus,c,7/29/2019,2,2,6580,y,r,1.5695
KEB_00649,halictus ligatus,c,7/29/2019,1,1,6602,y,l,1.4724125
KEB_00649,halictus ligatus,c,7/29/2019,1,2,6624,y,l,1.4724125
KEB_00649,halictus ligatus,c,7/29/2019,2,1,6646,n,r,1.4724125
KEB_00649,halictus ligatus,c,7/29/2019,2,2,6668,n,r,1.4724125
KEB_00650,halictus ligatus,c,7/29/2019,1,1,6690,n,l,1.4556915
KEB_00650,halictus ligatus,c,7/29/2019,1,2,6712,n,l,1.4556915
KEB_00650,halictus ligatus,c,7/29/2019,2,1,6734,y,r,1.4556915
KEB_00650,halictus ligatus,c,7/29/2019,2,2,6756,y,r,1.4556915
KEB_00651,halictus ligatus,c,7/29/2019,1,1,6778,n,l,1.3326
KEB_00651,halictus ligatus,c,7/29/2019,1,2,6800,n,l,1.3326
KEB_00651,halictus ligatus,c,7/29/2019,2,1,6822,n,r,1.3326
KEB_00651,halictus ligatus,c,7/29/2019,2,2,6844,n,r,1.3326
KEB_00663,halictus ligatus,r,8/9/2019,1,1,6866,n,l,#VALUE!
KEB_00663,halictus ligatus,r,8/9/2019,1,2,6888,n,l,#VALUE!
KEB_00663,halictus ligatus,r,8/9/2019,2,1,6910,y,r,#VALUE!
KEB_00663,halictus ligatus,r,8/9/2019,2,2,6932,y,r,#VALUE!
KEB_00664,halictus ligatus,r,8/9/2019,1,1,6954,n,l,#VALUE!
KEB_00664,halictus ligatus,r,8/9/2019,1,2,6976,n,l,#VALUE!
KEB_00665,halictus ligatus,r,8/9/2019,1,1,7042,y,l,1.46295
KEB_00665,halictus ligatus,r,8/9/2019,1,2,7064,y,l,1.46295
KEB_00665,halictus ligatus,r,8/9/2019,2,1,7086,n,r,1.46295
KEB_00665,halictus ligatus,r,8/9/2019,2,2,7108,n,r,1.46295
KEB_00666,halictus ligatus,r,8/9/2019,1,1,7130,n,l,1.56449475
KEB_00666,halictus ligatus,r,8/9/2019,1,2,7152,n,l,1.56449475
KEB_00666,halictus ligatus,r,8/9/2019,2,1,7174,y,r,1.56449475
KEB_00666,halictus ligatus,r,8/9/2019,2,2,7196,y,r,1.56449475
KEB_00678,halictus ligatus,r,8/9/2019,1,1,7218,y,l,1.42415
KEB_00678,halictus ligatus,r,8/9/2019,1,2,7240,y,l,1.42415
KEB_00678,halictus ligatus,r,8/9/2019,2,1,7262,n,r,1.42415
KEB_00678,halictus ligatus,r,8/9/2019,2,2,7284,n,r,1.42415
KEB_00692,halictus ligatus,r,8/9/2019,1,1,7306,n,l,1.5764125
KEB_00692,halictus ligatus,r,8/9/2019,1,2,7328,n,l,1.5764125
KEB_00692,halictus ligatus,r,8/9/2019,2,1,7350,y,r,1.5764125
KEB_00692,halictus ligatus,r,8/9/2019,2,2,7372,y,r,1.5764125
KEB_00746,halictus ligatus,r,8/13/2019,2,1,7438,y,r,#VALUE!
KEB_00746,halictus ligatus,r,8/13/2019,2,2,7460,y,r,#VALUE!
KEB_00791,halictus ligatus,c,8/15/2019,1,1,7570,n,l,1.2980655
KEB_00791,halictus ligatus,c,8/15/2019,1,2,7592,n,l,1.2980655
KEB_00791,halictus ligatus,c,8/15/2019,2,1,7614,y,r,1.2980655
KEB_00791,halictus ligatus,c,8/15/2019,2,2,7636,y,r,1.2980655
KEB_00792,halictus ligatus,c,8/15/2019,1,1,7658,n,l,1.39876875
KEB_00792,halictus ligatus,c,8/15/2019,1,2,7680,n,l,1.39876875
KEB_00792,halictus ligatus,c,8/15/2019,2,1,7702,n,r,1.39876875
KEB_00792,halictus ligatus,c,8/15/2019,2,2,7724,n,r,1.39876875
KEB_00813,halictus ligatus,r,8/16/2019,1,1,7834,n,l,1.52856
KEB_00813,halictus ligatus,r,8/16/2019,1,2,7856,n,l,1.52856
KEB_00813,halictus ligatus,r,8/16/2019,2,1,7878,y,r,1.52856
KEB_00813,halictus ligatus,r,8/16/2019,2,2,7900,y,r,1.52856
KEB_00837,halictus ligatus,r,8/16/2019,1,1,7922,n,l,1.376525
KEB_00837,halictus ligatus,r,8/16/2019,1,2,7944,n,l,1.376525
KEB_00837,halictus ligatus,r,8/16/2019,2,1,7966,y,r,1.376525
KEB_00837,halictus ligatus,r,8/16/2019,2,2,7988,y,r,1.376525
KEB_00845,halictus ligatus,r,8/16/2019,1,1,8010,y,l,1.50397
KEB_00845,halictus ligatus,r,8/16/2019,1,2,8032,y,l,1.50397
KEB_00845,halictus ligatus,r,8/16/2019,2,1,8054,n,r,1.50397
KEB_00845,halictus ligatus,r,8/16/2019,2,2,8076,n,r,1.50397
KEB_00935,halictus ligatus,r,9/2/2019,1,1,8098,y,l,1.52971
KEB_00935,halictus ligatus,r,9/2/2019,1,2,8120,y,l,1.52971
KEB_00935,halictus ligatus,r,9/2/2019,2,1,8142,n,r,1.52971
KEB_00935,halictus ligatus,r,9/2/2019,2,2,8164,n,r,1.52971
KEB_00936,halictus ligatus,r,9/2/2019,1,1,8186,y,l,1.65724
KEB_00936,halictus ligatus,r,9/2/2019,1,2,8208,y,l,1.65724
KEB_00936,halictus ligatus,r,9/2/2019,2,1,8230,n,r,1.65724
KEB_00936,halictus ligatus,r,9/2/2019,2,2,8252,n,r,1.65724
KEB_00937,halictus ligatus,r,9/2/2019,1,1,8274,y,l,1.7697225
KEB_00937,halictus ligatus,r,9/2/2019,1,2,8296,y,l,1.7697225
KEB_00937,halictus ligatus,r,9/2/2019,2,1,8318,y,r,1.7697225
KEB_00937,halictus ligatus,r,9/2/2019,2,2,8340,y,r,1.7697225
KEB_00942,halictus ligatus,c,9/13/2019,1,1,8362,y,l,#VALUE!
KEB_00942,halictus ligatus,c,9/13/2019,1,2,8384,y,l,#VALUE!
KEB_00942,halictus ligatus,c,9/13/2019,2,1,8406,y,r,#VALUE!
KEB_00942,halictus ligatus,c,9/13/2019,2,2,8428,y,r,#VALUE!
KEB_00948,halictus ligatus,c,9/13/2019,1,1,8450,y,l,1.624625
KEB_00948,halictus ligatus,c,9/13/2019,1,2,8472,y,l,1.624625
KEB_00948,halictus ligatus,c,9/13/2019,2,1,8494,y,r,1.624625
KEB_00948,halictus ligatus,c,9/13/2019,2,2,8516,y,r,1.624625
KEB_00964,halictus ligatus,r,9/13/2019,1,1,8538,n,l,1.76525325
KEB_00964,halictus ligatus,r,9/13/2019,1,2,8560,n,l,1.76525325
KEB_00964,halictus ligatus,r,9/13/2019,2,1,8582,n,r,1.76525325
KEB_00964,halictus ligatus,r,9/13/2019,2,2,8604,n,r,1.76525325
KEB_00990,halictus ligatus,r,9/20/2019,1,1,8626,y,l,1.6999125
KEB_00990,halictus ligatus,r,9/20/2019,1,2,8648,y,l,1.6999125
KEB_00990,halictus ligatus,r,9/20/2019,2,1,8670,y,r,1.6999125
KEB_00990,halictus ligatus,r,9/20/2019,2,2,8692,y,r,1.6999125
KEB_01015,halictus ligatus,r,9/20/2019,1,1,8714,y,l,1.6974
KEB_01015,halictus ligatus,r,9/20/2019,1,2,8736,y,l,1.6974
KEB_01015,halictus ligatus,r,9/20/2019,2,1,8758,y,r,1.6974
KEB_01015,halictus ligatus,r,9/20/2019,2,2,8780,y,r,1.6974
KEB_00365,halictus ligatus,r,7/17/2019,1,1,10562,y,l,1.5801875
KEB_00365,halictus ligatus,r,7/17/2019,1,2,10584,y,l,1.5801875
KEB_00365,halictus ligatus,r,7/17/2019,2,1,10606,y,r,1.5801875
KEB_00365,halictus ligatus,r,7/17/2019,2,2,10628,y,r,1.5801875
