rn,final id,id,species,site,specimen.date,wing,trial,pixel to mm2,L.R,flip?,length
591,KEB_00150,150,lasioglossum sp,r,7/2/2019,1,1,0.013,l,y,1.1751025
592,KEB_00150,150,lasioglossum sp,r,7/2/2019,1,2,0.013,l,y,1.1751025
593,KEB_00150,150,lasioglossum sp,r,7/2/2019,2,1,0.013,l,y,1.1751025
594,KEB_00150,150,lasioglossum sp,r,7/2/2019,2,2,0.013,l,y,1.1751025
595,KEB_00165,165,lasioglossum sp,c,7/2/2019,2,1,0.013,r,n,1.11982
596,KEB_00165,165,lasioglossum sp,c,7/2/2019,2,2,0.013,r,n,1.11982
597,KEB_00201,201,lasioglossum sp,r,7/11/2019,1,1,0.013,l,y,1.2181
598,KEB_00201,201,lasioglossum sp,r,7/11/2019,1,2,0.013,l,y,1.2181
599,KEB_00201,201,lasioglossum sp,r,7/11/2019,2,1,0.013,r,n,1.2181
600,KEB_00201,201,lasioglossum sp,r,7/11/2019,2,2,0.013,r,n,1.2181
601,KEB_00218,218,lasioglossum sp,r,7/11/2019,1,1,0.013,r,n,1.2519325
602,KEB_00218,218,lasioglossum sp,r,7/11/2019,1,2,0.013,r,n,1.2519325
603,KEB_00218,218,lasioglossum sp,r,7/11/2019,2,1,0.013,l,y,1.2519325
604,KEB_00218,218,lasioglossum sp,r,7/11/2019,2,2,0.013,l,y,1.2519325
605,KEB_00219,219,lasioglossum sp,r,7/11/2019,2,1,0.013,r,n,1.198795
606,KEB_00219,219,lasioglossum sp,r,7/11/2019,2,2,0.013,l,n,1.198795
607,KEB_00225,225,lasioglossum sp,r,7/11/2019,1,1,0.013,r,n,1.217515
608,KEB_00225,225,lasioglossum sp,r,7/11/2019,1,2,0.013,r,n,1.217515
609,KEB_00230,230,lasioglossum sp,r,7/12/2019,1,1,0.013,l,y,1.2742925
610,KEB_00230,230,lasioglossum sp,r,7/12/2019,1,2,0.013,l,y,1.2742925
611,KEB_00230,230,lasioglossum sp,r,7/12/2019,2,1,0.013,l,y,1.2742925
612,KEB_00230,230,lasioglossum sp,r,7/12/2019,2,2,0.013,l,y,1.2742925
613,KEB_00266,266,lasioglossum sp,r,7/12/2019,1,1,0.013,r,n,1.2997075
614,KEB_00266,266,lasioglossum sp,r,7/12/2019,1,2,0.013,r,n,1.2997075
615,KEB_00266,266,lasioglossum sp,r,7/12/2019,2,1,0.013,r,n,1.2997075
616,KEB_00266,266,lasioglossum sp,r,7/12/2019,2,2,0.013,r,n,1.2997075
617,KEB_00290,290,lasioglossum sp,c,7/15/2019,1,1,0.013,r,n,1.454375
618,KEB_00290,290,lasioglossum sp,c,7/15/2019,1,2,0.013,r,n,1.454375
619,KEB_00290,290,lasioglossum sp,c,7/15/2019,2,1,0.013,r,n,1.454375
620,KEB_00290,290,lasioglossum sp,c,7/15/2019,2,2,0.013,r,n,1.454375
621,KEB_00316,316,lasioglossum sp,c,7/16/2019,1,1,0.013,l,y,1.4429675
622,KEB_00316,316,lasioglossum sp,c,7/16/2019,1,2,0.013,l,y,1.4429675
623,KEB_00316,316,lasioglossum sp,c,7/16/2019,2,1,0.013,r,n,1.4429675
624,KEB_00316,316,lasioglossum sp,c,7/16/2019,2,2,0.013,r,n,1.4429675
625,KEB_00332,332,lasioglossum sp,c,7/16/2019,1,1,0.013,r,n,1.140295
626,KEB_00332,332,lasioglossum sp,c,7/16/2019,1,2,0.013,r,n,1.140295
627,KEB_00332,332,lasioglossum sp,c,7/16/2019,2,1,0.013,r,n,1.140295
628,KEB_00332,332,lasioglossum sp,c,7/16/2019,2,2,0.013,r,n,1.140295
629,KEB_00333,333,lasioglossum sp,c,7/16/2019,1,1,0.013,l,y,1.112345
630,KEB_00333,333,lasioglossum sp,c,7/16/2019,1,2,0.013,l,y,1.112345
631,KEB_00333,333,lasioglossum sp,c,7/16/2019,2,1,0.013,r,n,1.112345
632,KEB_00333,333,lasioglossum sp,c,7/16/2019,2,2,0.013,r,n,1.112345
633,KEB_00381,381,lasioglossum sp,r,7/18/2019,1,1,0.013,l,y,1.3420225
634,KEB_00381,381,lasioglossum sp,r,7/18/2019,1,2,0.013,l,y,1.3420225
635,KEB_00381,381,lasioglossum sp,r,7/18/2019,2,1,0.013,r,n,1.3420225
636,KEB_00381,381,lasioglossum sp,r,7/18/2019,2,2,0.013,r,n,1.3420225
637,KEB_00428,428,lasioglossum sp,r,7/19/2019,1,1,0.013,l,y,1.3094575
638,KEB_00428,428,lasioglossum sp,r,7/19/2019,1,2,0.013,l,y,1.3094575
639,KEB_00429,429,lasioglossum sp,r,7/19/2019,1,1,0.013,l,y,1.2896
640,KEB_00429,429,lasioglossum sp,r,7/19/2019,1,2,0.013,l,y,1.2896
641,KEB_00429,429,lasioglossum sp,r,7/19/2019,2,1,0.013,r,n,1.2896
642,KEB_00429,429,lasioglossum sp,r,7/19/2019,2,2,0.013,r,n,1.2896
643,KEB_00430,430,lasioglossum sp,r,7/19/2019,1,1,0.013,l,y,1.2235275
644,KEB_00430,430,lasioglossum sp,r,7/19/2019,1,2,0.013,l,y,1.2235275
645,KEB_00430,430,lasioglossum sp,r,7/19/2019,2,1,0.013,r,n,1.2235275
646,KEB_00430,430,lasioglossum sp,r,7/19/2019,2,2,0.013,r,n,1.2235275
647,KEB_00460,460,lasioglossum sp,r,7/23/2019,1,1,0.013,l,y,1.36981
648,KEB_00460,460,lasioglossum sp,r,7/23/2019,1,2,0.013,l,y,1.36981
649,KEB_00460,460,lasioglossum sp,r,7/23/2019,2,1,0.013,r,n,1.36981
650,KEB_00460,460,lasioglossum sp,r,7/23/2019,2,2,0.013,r,n,1.36981
651,KEB_00461,461,lasioglossum sp,r,7/23/2019,1,1,0.013,l,n,1.2685725
652,KEB_00461,461,lasioglossum sp,r,7/23/2019,1,2,0.013,l,n,1.2685725
653,KEB_00494,494,lasioglossum sp,c,7/25/2019,1,1,0.016,r,n,1.27896
654,KEB_00494,494,lasioglossum sp,c,7/25/2019,1,2,0.016,r,n,1.27896
655,KEB_00494,494,lasioglossum sp,c,7/25/2019,2,1,0.016,r,n,1.27896
656,KEB_00494,494,lasioglossum sp,c,7/25/2019,2,2,0.016,r,n,1.27896
657,KEB_00495,495,lasioglossum sp,c,7/25/2019,1,1,0.013,l,y,1.132625
658,KEB_00495,495,lasioglossum sp,c,7/25/2019,1,2,0.013,l,y,1.132625
659,KEB_00495,495,lasioglossum sp,c,7/25/2019,2,1,0.013,r,n,1.132625
660,KEB_00495,495,lasioglossum sp,c,7/25/2019,2,2,0.013,r,n,1.132625
661,KEB_00510,510,lasioglossum sp,c,7/25/2019,1,1,0.013,l,y,1.231295
662,KEB_00510,510,lasioglossum sp,c,7/25/2019,1,2,0.013,l,y,1.231295
663,KEB_00510,510,lasioglossum sp,c,7/25/2019,2,1,0.013,r,n,1.231295
664,KEB_00510,510,lasioglossum sp,c,7/25/2019,2,2,0.013,r,n,1.231295
665,KEB_00525,525,lasioglossum sp,r,7/25/2019,1,1,0.013,r,y,1.225445
666,KEB_00525,525,lasioglossum sp,r,7/25/2019,1,2,0.013,r,y,1.225445
667,KEB_00525,525,lasioglossum sp,r,7/25/2019,2,1,0.013,l,y,1.225445
668,KEB_00525,525,lasioglossum sp,r,7/25/2019,2,2,0.013,l,y,1.225445
669,KEB_00539,539,lasioglossum sp,c,7/26/2019,1,1,0.013,l,y,1.391715
670,KEB_00539,539,lasioglossum sp,c,7/26/2019,1,2,0.013,l,y,1.391715
671,KEB_00539,539,lasioglossum sp,c,7/26/2019,2,1,0.013,r,n,1.391715
672,KEB_00539,539,lasioglossum sp,c,7/26/2019,2,2,0.013,r,n,1.391715
673,KEB_00546,546,lasioglossum sp,r,7/26/2019,1,1,0.013,l,y,1.328158
674,KEB_00546,546,lasioglossum sp,r,7/26/2019,1,2,0.013,l,y,1.328158
675,KEB_00546,546,lasioglossum sp,r,7/26/2019,2,1,0.013,r,n,1.328158
676,KEB_00546,546,lasioglossum sp,r,7/26/2019,2,2,0.013,r,n,1.328158
677,KEB_00554,554,lasioglossum sp,r,7/26/2019,1,1,0.013,l,y,1.384175
678,KEB_00554,554,lasioglossum sp,r,7/26/2019,1,2,0.013,l,y,1.384175
679,KEB_00554,554,lasioglossum sp,r,7/26/2019,2,1,0.013,r,n,1.384175
680,KEB_00554,554,lasioglossum sp,r,7/26/2019,2,2,0.013,r,n,1.384175
681,KEB_00556,556,lasioglossum sp,r,7/26/2019,1,1,0.013,r,n,1.2834
682,KEB_00556,556,lasioglossum sp,r,7/26/2019,1,2,0.013,r,n,1.2834
683,KEB_00557,557,lasioglossum sp,r,7/26/2019,1,1,0.013,l,y,1.3923325
684,KEB_00557,557,lasioglossum sp,r,7/26/2019,1,2,0.013,l,y,1.3923325
685,KEB_00557,557,lasioglossum sp,r,7/26/2019,2,1,0.013,r,n,1.3923325
686,KEB_00557,557,lasioglossum sp,r,7/26/2019,2,2,0.013,r,n,1.3923325
687,KEB_00573,573,lasioglossum sp,r,7/26/2019,1,1,0.013,r,n,1.30858
688,KEB_00573,573,lasioglossum sp,r,7/26/2019,1,2,0.013,r,n,1.30858
689,KEB_00573,573,lasioglossum sp,r,7/26/2019,2,1,0.013,l,y,1.30858
690,KEB_00573,573,lasioglossum sp,r,7/26/2019,2,2,0.013,l,y,1.30858
691,KEB_00585,585,lasioglossum sp,r,7/26/2019,1,1,0.013,l,y,1.423565
692,KEB_00585,585,lasioglossum sp,r,7/26/2019,1,2,0.013,l,y,1.423565
693,KEB_00585,585,lasioglossum sp,r,7/26/2019,2,1,0.013,r,n,1.423565
694,KEB_00585,585,lasioglossum sp,r,7/26/2019,2,2,0.013,r,n,1.423565
695,KEB_00587,587,lasioglossum sp,r,7/26/2019,1,1,0.013,l,y,1.38424
696,KEB_00587,587,lasioglossum sp,r,7/26/2019,1,2,0.013,l,y,1.38424
697,KEB_00587,587,lasioglossum sp,r,7/26/2019,2,1,0.013,r,n,1.38424
698,KEB_00587,587,lasioglossum sp,r,7/26/2019,2,2,0.013,r,n,1.38424
699,KEB_00588,588,lasioglossum sp,r,7/26/2019,2,1,0.013,r,n,1.2685075
700,KEB_00588,588,lasioglossum sp,r,7/26/2019,2,2,0.013,r,n,1.2685075
701,KEB_00596,596,lasioglossum sp,r,7/29/2019,1,1,0.013,l,y,1.0743525
702,KEB_00596,596,lasioglossum sp,r,7/29/2019,1,2,0.013,l,y,1.0743525
703,KEB_00596,596,lasioglossum sp,r,7/29/2019,2,1,0.013,r,n,1.0743525
704,KEB_00596,596,lasioglossum sp,r,7/29/2019,2,2,0.013,r,n,1.0743525
705,KEB_00625,625,lasioglossum sp,c,7/29/2019,1,1,0.013,r,n,1.2807275
706,KEB_00625,625,lasioglossum sp,c,7/29/2019,1,2,0.013,r,n,1.2807275
707,KEB_00625,625,lasioglossum sp,c,7/29/2019,2,1,0.013,r,n,1.2807275
708,KEB_00625,625,lasioglossum sp,c,7/29/2019,2,2,0.013,r,n,1.2807275
709,KEB_00629,629,lasioglossum sp,c,7/29/2019,1,1,0.013,r,n,1.120925
710,KEB_00629,629,lasioglossum sp,c,7/29/2019,1,2,0.013,r,n,1.120925
711,KEB_00629,629,lasioglossum sp,c,7/29/2019,2,1,0.013,r,n,1.120925
712,KEB_00629,629,lasioglossum sp,c,7/29/2019,2,2,0.013,r,n,1.120925
713,KEB_00630,630,lasioglossum sp,c,7/29/2019,1,1,0.013,l,y,1.1343475
714,KEB_00630,630,lasioglossum sp,c,7/29/2019,1,2,0.013,l,y,1.1343475
715,KEB_00630,630,lasioglossum sp,c,7/29/2019,2,1,0.013,l,y,1.1343475
716,KEB_00630,630,lasioglossum sp,c,7/29/2019,2,2,0.013,l,y,1.1343475
717,KEB_00631,631,lasioglossum sp,c,7/29/2019,2,1,0.013,r,y,1.179815
718,KEB_00631,631,lasioglossum sp,c,7/29/2019,2,2,0.013,r,y,1.179815
719,KEB_00632,632,lasioglossum sp,c,7/29/2019,1,1,0.013,l,y,1.07016
720,KEB_00632,632,lasioglossum sp,c,7/29/2019,1,2,0.013,l,y,1.07016
721,KEB_00632,632,lasioglossum sp,c,7/29/2019,2,1,0.013,l,y,1.07016
722,KEB_00632,632,lasioglossum sp,c,7/29/2019,2,2,0.013,l,y,1.07016
723,KEB_00637,637,lasioglossum sp,c,7/29/2019,1,1,0.013,l,y,1.462305
724,KEB_00637,637,lasioglossum sp,c,7/29/2019,1,2,0.013,l,y,1.462305
725,KEB_00637,637,lasioglossum sp,c,7/29/2019,2,1,0.013,r,n,1.462305
726,KEB_00637,637,lasioglossum sp,c,7/29/2019,2,2,0.013,r,n,1.462305
727,KEB_00638,638,lasioglossum sp,c,7/29/2019,1,1,0.013,l,y,1.439555
728,KEB_00638,638,lasioglossum sp,c,7/29/2019,1,2,0.013,l,y,1.439555
729,KEB_00638,638,lasioglossum sp,c,7/29/2019,2,1,0.013,l,y,1.439555
730,KEB_00638,638,lasioglossum sp,c,7/29/2019,2,2,0.013,l,y,1.439555
731,KEB_00639,639,lasioglossum sp,c,7/29/2019,1,1,0.013,r,n,1.1414325
732,KEB_00639,639,lasioglossum sp,c,7/29/2019,1,2,0.013,r,n,1.1414325
733,KEB_00639,639,lasioglossum sp,c,7/29/2019,2,1,0.013,l,y,1.1414325
734,KEB_00639,639,lasioglossum sp,c,7/29/2019,2,2,0.013,l,y,1.1414325
735,KEB_00640,640,lasioglossum sp,c,7/29/2019,1,1,0.013,l,y,1.16363
736,KEB_00640,640,lasioglossum sp,c,7/29/2019,1,2,0.013,l,y,1.16363
737,KEB_00640,640,lasioglossum sp,c,7/29/2019,2,1,0.013,l,y,1.16363
738,KEB_00640,640,lasioglossum sp,c,7/29/2019,2,2,0.013,l,y,1.16363
739,KEB_00641,641,lasioglossum sp,c,7/29/2019,1,1,0.013,r,y,1.2249575
740,KEB_00641,641,lasioglossum sp,c,7/29/2019,1,2,0.013,r,y,1.2249575
741,KEB_00641,641,lasioglossum sp,c,7/29/2019,2,1,0.013,l,y,1.2249575
742,KEB_00641,641,lasioglossum sp,c,7/29/2019,2,2,0.013,l,y,1.2249575
743,KEB_00642,642,lasioglossum sp,c,7/29/2019,1,1,0.013,l,y,1.226225
744,KEB_00642,642,lasioglossum sp,c,7/29/2019,1,2,0.013,l,y,1.226225
745,KEB_00642,642,lasioglossum sp,c,7/29/2019,2,1,0.013,r,n,1.226225
746,KEB_00642,642,lasioglossum sp,c,7/29/2019,2,2,0.013,r,n,1.226225
747,KEB_00644,644,lasioglossum sp,c,7/29/2019,1,1,0.013,r,n,1.151605
748,KEB_00644,644,lasioglossum sp,c,7/29/2019,1,2,0.013,r,n,1.151605
749,KEB_00706,706,lasioglossum sp,c,8/13/2019,1,1,0.013,l,y,1.14855
750,KEB_00706,706,lasioglossum sp,c,8/13/2019,1,2,0.013,l,y,1.14855
751,KEB_00706,706,lasioglossum sp,c,8/13/2019,2,1,0.013,r,n,1.14855
752,KEB_00706,706,lasioglossum sp,c,8/13/2019,2,2,0.013,r,n,1.14855
753,KEB_00707,707,lasioglossum sp,c,8/13/2019,1,1,0.013,l,y,1.142765
754,KEB_00707,707,lasioglossum sp,c,8/13/2019,1,2,0.013,l,y,1.142765
755,KEB_00707,707,lasioglossum sp,c,8/13/2019,2,1,0.013,l,y,1.142765
756,KEB_00707,707,lasioglossum sp,c,8/13/2019,2,2,0.013,l,y,1.142765
757,KEB_00709,709,lasioglossum sp,c,8/13/2019,2,1,0.013,r,n,1.1096475
758,KEB_00709,709,lasioglossum sp,c,8/13/2019,2,2,0.013,r,n,1.1096475
759,KEB_00744,744,lasioglossum sp,r,8/13/2019,1,1,0.013,l,y,1.3944775
760,KEB_00744,744,lasioglossum sp,r,8/13/2019,1,2,0.013,l,y,1.3944775
761,KEB_00744,744,lasioglossum sp,r,8/13/2019,2,1,0.013,r,n,1.3944775
762,KEB_00744,744,lasioglossum sp,r,8/13/2019,2,2,0.013,r,n,1.3944775
763,KEB_00790,790,lasioglossum sp,c,8/15/2019,1,1,0.013,l,y,1.0842
764,KEB_00790,790,lasioglossum sp,c,8/15/2019,1,2,0.013,l,y,1.0842
765,KEB_00794,794,lasioglossum sp,c,8/15/2019,1,1,0.013,r,n,1.2567425
766,KEB_00794,794,lasioglossum sp,c,8/15/2019,1,2,0.013,r,n,1.2567425
767,KEB_00794,794,lasioglossum sp,c,8/15/2019,2,1,0.013,l,y,1.2567425
768,KEB_00794,794,lasioglossum sp,c,8/15/2019,2,2,0.013,l,y,1.2567425
769,KEB_00804,804,lasioglossum sp,c,8/15/2019,1,1,0.013,l,y,1.11462
770,KEB_00804,804,lasioglossum sp,c,8/15/2019,1,2,0.013,l,y,1.11462
771,KEB_00804,804,lasioglossum sp,c,8/15/2019,2,1,0.013,r,n,1.11462
772,KEB_00804,804,lasioglossum sp,c,8/15/2019,2,2,0.013,r,n,1.11462
773,KEB_00805,805,lasioglossum sp,c,8/15/2019,2,1,0.013,r,n,1.0909925
774,KEB_00805,805,lasioglossum sp,c,8/15/2019,2,2,0.013,r,n,1.0909925
775,KEB_00806,806,lasioglossum sp,c,8/15/2019,1,1,0.013,r,n,1.031875
776,KEB_00806,806,lasioglossum sp,c,8/15/2019,1,2,0.013,r,n,1.031875
777,KEB_00806,806,lasioglossum sp,c,8/15/2019,2,1,0.013,l,y,1.031875
778,KEB_00806,806,lasioglossum sp,c,8/15/2019,2,2,0.013,l,y,1.031875
779,KEB_00859,859,lasioglossum sp,r,8/16/2019,1,1,0.013,l,y,1.3615875
780,KEB_00859,859,lasioglossum sp,r,8/16/2019,1,2,0.013,l,y,1.3615875
781,KEB_00859,859,lasioglossum sp,r,8/16/2019,2,1,0.013,l,y,1.3615875
782,KEB_00859,859,lasioglossum sp,r,8/16/2019,2,2,0.013,l,y,1.3615875
783,KEB_00931,931,lasioglossum sp,c,9/2/2019,1,1,0.013,r,n,1.5579525
784,KEB_00931,931,lasioglossum sp,c,9/2/2019,1,2,0.013,r,n,1.5579525
785,KEB_00931,931,lasioglossum sp,c,9/2/2019,2,1,0.013,l,y,1.5579525
786,KEB_00931,931,lasioglossum sp,c,9/2/2019,2,2,0.013,l,y,1.5579525
787,KEB_00946,946,lasioglossum sp,c,9/13/2019,1,1,0.013,l,y,1.299935
788,KEB_00946,946,lasioglossum sp,c,9/13/2019,1,2,0.013,l,y,1.299935
789,KEB_00946,946,lasioglossum sp,c,9/13/2019,2,1,0.013,r,n,1.299935
790,KEB_00946,946,lasioglossum sp,c,9/13/2019,2,2,0.013,r,n,1.299935
791,KEB_00994,994,lasioglossum sp,r,9/20/2019,1,1,0.013,l,y,1.333865
792,KEB_00994,994,lasioglossum sp,r,9/20/2019,1,2,0.013,l,y,1.333865
793,KEB_00994,994,lasioglossum sp,r,9/20/2019,2,1,0.013,r,n,1.333865
794,KEB_00994,994,lasioglossum sp,r,9/20/2019,2,2,0.013,r,n,1.333865
795,KEB_01001,1001,lasioglossum sp,c,9/20/2019,1,1,0.013,l,y,1.1895975
796,KEB_01001,1001,lasioglossum sp,c,9/20/2019,1,2,0.013,l,y,1.1895975
797,KEB_01001,1001,lasioglossum sp,c,9/20/2019,2,1,0.013,r,n,1.1895975
798,KEB_01001,1001,lasioglossum sp,c,9/20/2019,2,2,0.013,r,n,1.1895975
799,KEB_01002,1002,lasioglossum sp,c,9/20/2019,1,1,0.013,l,y,1.242865
800,KEB_01002,1002,lasioglossum sp,c,9/20/2019,1,2,0.013,l,y,1.242865
801,KEB_01002,1002,lasioglossum sp,c,9/20/2019,2,1,0.013,r,n,1.242865
802,KEB_01002,1002,lasioglossum sp,c,9/20/2019,2,2,0.013,r,n,1.242865
1307,KEB_00586,586,lasioglossum sp,r,7/26/2019,1,1,0.013,l,n,1.397305
1308,KEB_00586,586,lasioglossum sp,r,7/26/2019,1,2,0.013,l,n,1.397305
1309,KEB_00586,586,lasioglossum sp,r,7/26/2019,2,1,0.013,r,n,1.397305
1310,KEB_00586,586,lasioglossum sp,r,7/26/2019,2,2,0.013,r,n,1.397305
