final id,species,site,specimen.date,wing,trial,Min of final rn,flip?,side,length
KEB_00407,melissodes denticulatus,r,7/19/2019,2,1,30582,n,r,1.9317675
KEB_00407,melissodes denticulatus,r,7/19/2019,2,2,30604,n,r,1.9317675
KEB_00448,melissodes denticulatus,r,7/23/2019,1,1,30626,n,l,2.006975
KEB_00448,melissodes denticulatus,r,7/23/2019,1,2,30648,n,l,2.006975
KEB_00448,melissodes denticulatus,r,7/23/2019,2,1,30670,y,r,2.006975
KEB_00448,melissodes denticulatus,r,7/23/2019,2,2,30692,y,r,2.006975
KEB_00512,melissodes denticulatus,r,7/25/2019,1,1,30714,n,l,1.94088
KEB_00512,melissodes denticulatus,r,7/25/2019,1,2,30736,n,l,1.94088
KEB_00512,melissodes denticulatus,r,7/25/2019,2,1,30758,y,r,1.94088
KEB_00512,melissodes denticulatus,r,7/25/2019,2,2,30780,y,r,1.94088
KEB_00530,melissodes denticulatus,r,7/25/2019,1,1,30802,y,l,1.9548425
KEB_00530,melissodes denticulatus,r,7/25/2019,1,2,30824,y,l,1.9548425
KEB_00530,melissodes denticulatus,r,7/25/2019,2,1,30846,n,r,1.9548425
KEB_00530,melissodes denticulatus,r,7/25/2019,2,2,30868,n,r,1.9548425
KEB_00569,melissodes denticulatus,r,7/26/2019,1,1,30978,y,l,2.02992
KEB_00569,melissodes denticulatus,r,7/26/2019,1,2,31000,y,l,2.02992
KEB_00569,melissodes denticulatus,r,7/26/2019,2,1,31022,y,r,2.02992
KEB_00569,melissodes denticulatus,r,7/26/2019,2,2,31044,y,r,2.02992
KEB_00574,melissodes denticulatus,r,7/26/2019,1,1,31066,n,l,1.966375
KEB_00574,melissodes denticulatus,r,7/26/2019,1,2,31088,n,l,1.966375
KEB_00574,melissodes denticulatus,r,7/26/2019,2,1,31110,y,r,1.966375
KEB_00574,melissodes denticulatus,r,7/26/2019,2,2,31132,y,r,1.966375
KEB_00593,melissodes denticulatus,r,7/29/2019,1,1,31154,n,l,2.11081
KEB_00593,melissodes denticulatus,r,7/29/2019,1,2,31176,n,l,2.11081
KEB_00593,melissodes denticulatus,r,7/29/2019,2,1,31198,n,r,2.11081
KEB_00593,melissodes denticulatus,r,7/29/2019,2,2,31220,n,r,2.11081
KEB_00655,melissodes denticulatus,r,8/9/2019,1,1,31330,n,l,1.9487975
KEB_00655,melissodes denticulatus,r,8/9/2019,1,2,31352,n,l,1.9487975
KEB_00655,melissodes denticulatus,r,8/9/2019,2,1,31374,y,r,1.9487975
KEB_00655,melissodes denticulatus,r,8/9/2019,2,2,31396,y,r,1.9487975
KEB_00659,melissodes denticulatus,r,8/9/2019,1,1,31418,y,l,2.2233575
KEB_00659,melissodes denticulatus,r,8/9/2019,1,2,31440,y,l,2.2233575
KEB_00659,melissodes denticulatus,r,8/9/2019,2,1,31462,n,r,2.2233575
KEB_00659,melissodes denticulatus,r,8/9/2019,2,2,31484,n,r,2.2233575
KEB_00671,melissodes denticulatus,r,8/9/2019,1,1,31506,y,l,1.99862
KEB_00671,melissodes denticulatus,r,8/9/2019,1,2,31528,y,l,1.99862
KEB_00671,melissodes denticulatus,r,8/9/2019,2,1,31550,n,r,1.99862
KEB_00671,melissodes denticulatus,r,8/9/2019,2,2,31572,n,r,1.99862
KEB_00672,melissodes denticulatus,r,8/9/2019,1,1,31594,y,l,2.0812025
KEB_00672,melissodes denticulatus,r,8/9/2019,1,2,31616,y,l,2.0812025
KEB_00672,melissodes denticulatus,r,8/9/2019,2,1,31638,n,r,2.0812025
KEB_00672,melissodes denticulatus,r,8/9/2019,2,2,31660,n,r,2.0812025
KEB_00721,melissodes denticulatus,r,8/13/2019,1,1,31682,y,l,1.9472375
KEB_00721,melissodes denticulatus,r,8/13/2019,1,2,31704,y,l,1.9472375
KEB_00721,melissodes denticulatus,r,8/13/2019,2,1,31726,n,r,1.9472375
KEB_00721,melissodes denticulatus,r,8/13/2019,2,2,31748,n,r,1.9472375
KEB_00783,melissodes denticulatus,r,8/15/2019,1,1,31858,y,l,2.071745
KEB_00783,melissodes denticulatus,r,8/15/2019,1,2,31880,y,l,2.071745
KEB_00783,melissodes denticulatus,r,8/15/2019,2,1,31902,n,r,2.071745
KEB_00783,melissodes denticulatus,r,8/15/2019,2,2,31924,n,r,2.071745
KEB_00812,melissodes denticulatus,r,8/16/2019,1,1,31946,y,l,1.97135
KEB_00812,melissodes denticulatus,r,8/16/2019,1,2,31968,y,l,1.97135
KEB_00812,melissodes denticulatus,r,8/16/2019,2,1,31989,y,r,1.97135
KEB_00812,melissodes denticulatus,r,8/16/2019,2,2,32011,y,r,1.97135
KEB_00823,melissodes denticulatus,r,8/16/2019,1,1,32033,y,l,2.06688
KEB_00823,melissodes denticulatus,r,8/16/2019,1,2,32055,y,l,2.06688
KEB_00823,melissodes denticulatus,r,8/16/2019,2,1,32077,n,r,2.06688
KEB_00823,melissodes denticulatus,r,8/16/2019,2,2,32099,n,r,2.06688
KEB_00824,melissodes denticulatus,r,8/16/2019,1,1,32121,n,l,1.9545
KEB_00824,melissodes denticulatus,r,8/16/2019,1,2,32143,n,l,1.9545
KEB_00824,melissodes denticulatus,r,8/16/2019,2,1,32165,n,r,1.9545
KEB_00824,melissodes denticulatus,r,8/16/2019,2,2,32187,n,r,1.9545
KEB_00329,melissodes denticulatus,r,7/16/2019,1,1,40833,y,l,2.1034
KEB_00329,melissodes denticulatus,r,7/16/2019,1,2,40855,y,l,2.1034
KEB_00329,melissodes denticulatus,r,7/16/2019,2,1,40877,n,r,2.1034
KEB_00329,melissodes denticulatus,r,7/16/2019,2,2,40899,n,r,2.1034
KEB_00529,melissodes denticulatus,r,7/25/2019,1,1,41625,y,l,2.18192
KEB_00529,melissodes denticulatus,r,7/25/2019,1,2,41647,y,l,2.18192
KEB_00529,melissodes denticulatus,r,7/25/2019,2,1,41669,n,r,2.18192
KEB_00529,melissodes denticulatus,r,7/25/2019,2,2,41691,n,r,2.18192
KEB_00670,melissodes denticulatus,r,8/9/2019,1,1,41889,y,l,2.051335
KEB_00670,melissodes denticulatus,r,8/9/2019,1,2,41911,y,l,2.051335
KEB_00670,melissodes denticulatus,r,8/9/2019,2,1,41933,n,r,2.051335
KEB_00670,melissodes denticulatus,r,8/9/2019,2,2,41955,n,r,2.051335
KEB_00712,melissodes denticulatus,c,8/13/2019,1,1,42681,n,l,2.16918
KEB_00712,melissodes denticulatus,c,8/13/2019,1,2,42703,n,l,2.16918
KEB_00712,melissodes denticulatus,c,8/13/2019,2,1,42725,y,r,2.16918
KEB_00712,melissodes denticulatus,c,8/13/2019,2,2,42747,y,r,2.16918
KEB_00720,melissodes denticulatus,r,8/13/2019,1,1,42857,y,l,1.976325
KEB_00720,melissodes denticulatus,r,8/13/2019,1,2,42879,y,l,1.976325
KEB_00720,melissodes denticulatus,r,8/13/2019,2,1,42901,n,r,1.976325
KEB_00720,melissodes denticulatus,r,8/13/2019,2,2,42923,n,r,1.976325
KEB_00745,melissodes denticulatus,r,8/13/2019,1,1,43209,y,l,2.15007
KEB_00745,melissodes denticulatus,r,8/13/2019,1,2,43231,y,l,2.15007
KEB_00745,melissodes denticulatus,r,8/13/2019,2,1,43253,y,r,2.15007
KEB_00745,melissodes denticulatus,r,8/13/2019,2,2,43275,y,r,2.15007
KEB_00237,melissodes denticulatus,r,7/12/2019,1,1,46113,y,l,1.8096975
KEB_00237,melissodes denticulatus,r,7/12/2019,1,2,46135,y,l,1.8096975
KEB_00237,melissodes denticulatus,r,7/12/2019,2,1,46157,n,r,1.8096975
KEB_00237,melissodes denticulatus,r,7/12/2019,2,2,46179,n,r,1.8096975
